split,file_id,path,sfreq,duration_min,n_channels,missing_expected,extra_channels,missing_list,extra_list
train,mh_2019_0000217,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000217.edf,200.0,16.38325,22,0,0,,
train,mh_2019_0001216,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001216.edf,200.0,10.249916666666667,22,0,0,,
train,mh_2019_0002511,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002511.edf,200.0,11.599916666666667,22,0,0,,
train,mh_2019_0002661,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002661.edf,200.0,14.116583333333333,22,0,0,,
train,mh_2019_0001425,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001425.edf,200.0,17.61658333333333,22,0,0,,
train,mh_2024_0004073,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2024_0004073.edf,200.0,9.066583333333334,22,0,0,,
train,mh_2019_0001402,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001402.edf,200.0,10.116583333333333,22,0,0,,
train,mh_2020_0000624,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000624.edf,200.0,15.366583333333333,22,0,0,,
train,mh_2019_0002430,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002430.edf,200.0,18.58325,22,0,0,,
train,mh_2020_0000862,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000862.edf,200.0,29.999916666666664,22,0,0,,
train,mh_2020_0000851,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000851.edf,200.0,29.999916666666664,22,0,0,,
train,mh_2019_0002100,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002100.edf,200.0,16.466583333333332,22,0,0,,
train,mh_2019_0001270,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001270.edf,200.0,10.08325,22,0,0,,
train,mh_2020_0000827,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000827.edf,200.0,30.06658333333333,22,0,0,,
train,mh_2019_0002382,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002382.edf,200.0,10.549916666666666,22,0,0,,
train,mh_2019_0001432,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001432.edf,200.0,7.966583333333333,22,0,0,,
train,mh_2019_0001773,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001773.edf,200.0,12.116583333333333,22,0,0,,
train,mh_2019_0001831,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001831.edf,200.0,8.199916666666667,22,0,0,,
train,mh_2019_0001242,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001242.edf,200.0,9.999916666666667,22,0,0,,
train,mh_2024_0003841,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2024_0003841.edf,200.0,21.81658333333333,22,0,0,,
train,mh_2019_0002079,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002079.edf,200.0,15.199916666666667,22,0,0,,
train,mh_2019_0001464,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001464.edf,200.0,16.849916666666665,22,0,0,,
train,mh_2020_0000225,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000225.edf,200.0,12.38325,22,0,0,,
train,mh_2020_0000290,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000290.edf,200.0,8.33325,22,0,0,,
train,mh_2020_0000644,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000644.edf,200.0,20.049916666666665,22,0,0,,
train,mh_2019_0002257,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002257.edf,200.0,14.599916666666667,22,0,0,,
train,mh_2019_0000710,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000710.edf,200.0,8.266583333333333,22,0,0,,
train,mh_2024_0002915,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2024_0002915.edf,200.0,8.78325,22,0,0,,
train,mh_2019_0002031,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002031.edf,200.0,15.666583333333334,22,0,0,,
train,mh_2020_0000266,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000266.edf,200.0,9.049916666666666,22,0,0,,
train,mh_2020_0000681,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000681.edf,200.0,23.649916666666666,22,0,0,,
train,mh_2019_0001657,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001657.edf,200.0,14.249916666666667,22,0,0,,
train,mh_2019_0000115,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000115.edf,200.0,9.18325,22,0,0,,
train,mh_2019_0000025,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000025.edf,200.0,12.23325,22,0,0,,
train,mh_2020_0001126,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0001126.edf,200.0,29.33325,22,0,0,,
train,mh_2019_0001406,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001406.edf,200.0,12.499916666666667,22,0,0,,
train,mh_2019_0002098,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002098.edf,200.0,15.166583333333334,22,0,0,,
train,mh_2020_0000551,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000551.edf,200.0,17.66658333333333,22,0,0,,
train,mh_2020_0000037,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000037.edf,200.0,15.066583333333334,22,0,0,,
train,mh_2020_0001071,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0001071.edf,200.0,11.349916666666667,22,0,0,,
train,mh_2019_0000002,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000002.edf,200.0,13.78325,22,0,0,,
train,mh_2020_0001037,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0001037.edf,200.0,30.016583333333333,22,0,0,,
train,mh_2019_0000901,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000901.edf,200.0,10.399916666666666,22,0,0,,
train,mh_2024_0003568,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2024_0003568.edf,200.0,7.199916666666667,22,0,0,,
train,mh_2019_0001399,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001399.edf,200.0,14.23325,22,0,0,,
train,mh_2019_0001593,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001593.edf,200.0,15.066583333333334,22,0,0,,
train,mh_2019_0002078,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002078.edf,200.0,14.016583333333333,22,0,0,,
train,mh_2019_0002077,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002077.edf,200.0,14.799916666666666,22,0,0,,
train,mh_2019_0000224,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000224.edf,200.0,11.616583333333333,22,0,0,,
train,mh_2019_0001641,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001641.edf,200.0,14.48325,22,0,0,,
train,mh_2019_0001391,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001391.edf,200.0,18.249916666666664,22,0,0,,
train,mh_2019_0002467,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002467.edf,200.0,7.6665833333333335,22,0,0,,
train,mh_2024_0003554,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2024_0003554.edf,200.0,15.649916666666666,22,0,0,,
train,mh_2019_0001570,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001570.edf,200.0,13.699916666666667,22,0,0,,
train,mh_2019_0001352,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001352.edf,200.0,9.18325,22,0,0,,
train,mh_2019_0001842,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001842.edf,200.0,9.58325,22,0,0,,
train,mh_2020_0000948,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000948.edf,200.0,30.08325,22,0,0,,
train,mh_2020_0000859,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000859.edf,200.0,30.183249999999997,22,0,0,,
train,mh_2020_0001022,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0001022.edf,200.0,29.999916666666664,22,0,0,,
train,mh_2019_0000241,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000241.edf,200.0,5.68325,22,0,0,,
train,mh_2019_0001608,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001608.edf,200.0,8.28325,22,0,0,,
train,mh_2019_0002312,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002312.edf,200.0,17.399916666666666,22,0,0,,
train,mh_2019_0001586,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001586.edf,200.0,10.966583333333334,22,0,0,,
train,mh_2019_0000551,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000551.edf,200.0,11.399916666666666,22,0,0,,
train,mh_2020_0000455,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000455.edf,200.0,14.266583333333333,22,0,0,,
train,mh_2020_0000041,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000041.edf,200.0,12.649916666666666,22,0,0,,
train,mh_2019_0002052,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002052.edf,200.0,14.18325,22,0,0,,
train,mh_2019_0000509,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000509.edf,200.0,13.049916666666666,22,0,0,,
train,mh_2019_0001862,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001862.edf,200.0,9.58325,22,0,0,,
train,mh_2019_0000162,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000162.edf,200.0,14.566583333333334,22,0,0,,
train,mh_2019_0001451,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001451.edf,200.0,12.399916666666666,22,0,0,,
train,mh_2019_0000406,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000406.edf,200.0,13.816583333333334,22,0,0,,
train,mh_2019_0002054,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002054.edf,200.0,14.23325,22,0,0,,
train,ffh_2024_0000233,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/ffh_2024_0000233.edf,200.0,20.399916666666666,22,0,0,,
train,mh_2019_0001238,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001238.edf,200.0,12.716583333333334,22,0,0,,
train,mh_2019_0001690,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001690.edf,200.0,10.03325,22,0,0,,
train,mh_2020_0001005,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0001005.edf,200.0,30.799916666666665,22,0,0,,
train,mh_2019_0000079,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000079.edf,200.0,5.716583333333333,22,0,0,,
train,mh_2019_0000866,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000866.edf,200.0,26.999916666666664,22,0,0,,
train,mh_2020_0001226,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0001226.edf,200.0,26.16658333333333,22,0,0,,
train,mh_2020_0000306,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000306.edf,200.0,11.899916666666666,22,0,0,,
train,mh_2020_0000026,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0000026.edf,200.0,13.999916666666667,22,0,0,,
train,mh_2019_0002045,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002045.edf,200.0,9.98325,22,0,0,,
train,mh_2019_0001607,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001607.edf,200.0,15.53325,22,0,0,,
train,mh_2019_0002486,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0002486.edf,200.0,14.33325,22,0,0,,
train,mh_2019_0001156,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0001156.edf,200.0,8.999916666666667,22,0,0,,
train,mh_2020_0001082,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2020_0001082.edf,200.0,30.099916666666665,22,0,0,,
train,mh_2019_0000203,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000203.edf,200.0,9.216583333333334,22,0,0,,
train,mh_2019_0000164,/media/dll-1/SSD 4TB/EEG Datasets/nmt_4k_split/train/abnormal/mh_2019_0000164.edf,200.0,9.78325,22,0,0,,
